number,status,codeshareStatus,isCargo,scheduled_utc,revised_utc,gate,dest_iata,dest_name,dest_country,airline_name,airline_iata,aircraft_model,delay_min,is_outlier,dep_hour,dep_dow,dep_month,is_weekend,route,route_avg_delay,aircraft_family
WK 288,Departed,IsOperator,False,2025-10-03 14:10:00+00:00,2025-10-03 14:10:00+00:00,B41,FAO,Faro,pt,Edelweiss Air,WK,Airbus A320,0.0,False,14,4,10,0,FAO,3.901639344262295,Narrow-body
U2 4228,Departed,IsOperator,False,2025-10-03 13:45:00+00:00,2025-10-03 14:15:00+00:00,A86,NAP,Nápoli,it,easyJet,U2,Airbus A320,30.0,False,13,4,10,0,NAP,8.4125,Narrow-body
LX 2140,Departed,IsOperator,False,2025-10-03 14:15:00+00:00,2025-10-03 14:15:00+00:00,A82,VLC,Valencia,es,SWISS,LX,Airbus A220-300,0.0,False,14,4,10,0,VLC,7.36734693877551,Narrow-body
WK 348,Departed,IsOperator,False,2025-10-03 14:20:00+00:00,2025-10-03 14:20:00+00:00,A51,HER,Heraklion,gr,Edelweiss Air,WK,Airbus A320,0.0,False,14,4,10,0,HER,5.581081081081081,Narrow-body
OU 4467,Departed,IsOperator,False,2025-10-03 13:40:00+00:00,2025-10-03 14:25:00+00:00,A72,DBV,Dubrovnik,hr,Croatia,OU,Airbus A220-300,45.0,True,13,4,10,0,DBV,7.6923076923076925,Narrow-body
WK 404,Departed,IsOperator,False,2025-10-03 14:25:00+00:00,2025-10-03 14:30:00+00:00,E35,PRN,Prishtina,ks,Edelweiss Air,WK,Airbus A320,5.0,False,14,4,10,0,PRN,9.268987341772151,Narrow-body
VY 6249,Departed,IsOperator,False,2025-10-03 14:30:00+00:00,2025-10-03 14:35:00+00:00,A75,BCN,Barcelona,es,Vueling,VY,Airbus A321,5.0,False,14,4,10,0,BCN,9.162921348314606,Narrow-body
LX 464,Departed,IsOperator,False,2025-10-03 14:35:00+00:00,2025-10-03 14:35:00+00:00,D51,LCY,London,gb,SWISS,LX,Embraer 190,0.0,False,14,4,10,0,LCY,6.680981595092025,Regional
LX 970,Departed,IsOperator,False,2025-10-03 14:30:00+00:00,2025-10-03 14:35:00+00:00,B08,BER,Berlin,de,SWISS,LX,Embraer 195,5.0,False,14,4,10,0,BER,7.192926045016077,Regional
U2 5510,Departed,IsOperator,False,2025-10-03 13:20:00+00:00,2025-10-03 14:39:00+00:00,A84,ALC,Alicante,es,easyJet,U2,Airbus A319,79.0,True,13,4,10,0,ALC,9.637795275590552,Narrow-body
QR 96,Departed,IsOperator,False,2025-10-03 14:40:00+00:00,2025-10-03 14:40:00+00:00,E57,DOH,Doha,qa,Qatar,QR,Airbus A350-900,0.0,False,14,4,10,0,DOH,3.429411764705882,Wide-body
WK 324,Departed,IsOperator,False,2025-10-03 14:35:00+00:00,2025-10-03 14:40:00+00:00,A81,KLX,Kalamata,gr,Edelweiss Air,WK,Airbus A320,5.0,False,14,4,10,0,KLX,11.263157894736842,Narrow-body
LX 2032,Departed,IsOperator,False,2025-10-03 14:25:00+00:00,2025-10-03 14:40:00+00:00,B09,MAD,Madrid,es,SWISS,LX,Airbus A321,15.0,False,14,4,10,0,MAD,8.555555555555555,Narrow-body
WK 394,Departed,IsOperator,False,2025-10-03 14:50:00+00:00,2025-10-03 14:50:00+00:00,B43,BRI,Bari,it,Edelweiss Air,WK,Airbus A320,0.0,False,14,4,10,0,BRI,9.285714285714286,Narrow-body
WK 220,Departed,IsOperator,False,2025-10-03 14:50:00+00:00,2025-10-03 14:50:00+00:00,B31,SVQ,Seville,es,Edelweiss Air,WK,Airbus A320,0.0,False,14,4,10,0,SVQ,4.479166666666667,Narrow-body
LX 1106,Departed,IsOperator,False,2025-10-03 14:55:00+00:00,2025-10-03 14:55:00+00:00,B02,MUC,Munich,de,SWISS,LX,Airbus A220-300,0.0,False,14,4,10,0,MUC,8.583617747440274,Narrow-body
WK 292,Departed,IsOperator,False,2025-10-03 14:55:00+00:00,2025-10-03 14:55:00+00:00,E56,EDI,Edinburgh,gb,Edelweiss Air,WK,Airbus A350-900,0.0,False,14,4,10,0,EDI,10.41,Wide-body
LX 2064,Departed,IsOperator,False,2025-10-03 14:50:00+00:00,2025-10-03 14:55:00+00:00,A67,OPO,Porto,pt,SWISS,LX,Airbus A321 (Sharklets),5.0,False,14,4,10,0,OPO,13.863888888888889,Narrow-body
LX 380,Departed,IsOperator,False,2025-10-03 15:00:00+00:00,2025-10-03 15:00:00+00:00,D57,MAN,Manchester,gb,SWISS,LX,Embraer 195,0.0,False,15,4,10,0,MAN,10.26530612244898,Regional
LX 404,Departed,IsOperator,False,2025-10-03 14:30:00+00:00,2025-10-03 15:05:00+00:00,D55,DUB,Dublin,ie,SWISS,LX,Embraer 195,35.0,False,14,4,10,0,DUB,9.088339222614842,Regional
LX 1058,Departed,IsOperator,False,2025-10-03 15:00:00+00:00,2025-10-03 15:05:00+00:00,B06,HAM,Hamburg,de,SWISS,LX,Airbus A220-300,5.0,False,15,4,10,0,HAM,6.9766355140186915,Narrow-body
LX 326,Departed,IsOperator,False,2025-10-03 15:05:00+00:00,2025-10-03 15:10:00+00:00,E64,LHR,London,gb,SWISS,LX,Airbus A320,5.0,False,15,4,10,0,LHR,6.634457611668186,Narrow-body
LX 1352,Departed,IsOperator,False,2025-10-03 15:00:00+00:00,2025-10-03 15:10:00+00:00,A57,WAW,Warsaw,pl,SWISS,LX,Embraer 190,10.0,False,15,4,10,0,WAW,9.523690773067331,Regional
LX 1024,Departed,IsOperator,False,2025-10-03 15:05:00+00:00,2025-10-03 15:10:00+00:00,A66,DUS,Düsseldorf,de,SWISS,LX,Embraer 190,5.0,False,15,4,10,0,DUS,7.166666666666667,Regional
PVD 481K,Departed,IsOperator,False,2025-10-03 15:12:00+00:00,2025-10-03 15:12:00+00:00,Unknown,Unknown,Unknown,Unknown,PVD,Unknown,Unknown,0.0,False,15,4,10,0,Unknown,1.31237721021611,Unknown
LX 2154,Departed,IsOperator,False,2025-10-03 15:15:00+00:00,2025-10-03 15:15:00+00:00,B35,PMI,Palma De Mallorca,es,SWISS,LX,Airbus A321 NEO,0.0,False,15,4,10,0,PMI,10.341603053435115,Narrow-body
CS 602,Departed,IsOperator,False,2025-10-03 15:15:00+00:00,2025-10-03 15:15:00+00:00,E52,PRN,Prishtina,ks,Comlux Aruba,CS,Airbus A320,0.0,False,15,4,10,0,PRN,9.268987341772151,Narrow-body
LX 2808,Departed,IsOperator,False,2025-10-03 14:55:00+00:00,2025-10-03 15:15:00+00:00,A58,GVA,Geneva,ch,SWISS,LX,Airbus A220-100,20.0,False,14,4,10,0,GVA,7.534985422740525,Narrow-body
LX 552,Departed,IsOperator,False,2025-10-03 15:10:00+00:00,2025-10-03 15:20:00+00:00,A52,BOD,Bordeaux/Mérignac,fr,SWISS,LX,Embraer 190,10.0,False,15,4,10,0,BOD,8.035714285714286,Regional
LX 1498,Departed,IsOperator,False,2025-10-03 15:05:00+00:00,2025-10-03 15:20:00+00:00,A85,PRG,Prague,cz,SWISS,LX,Airbus A220-300,15.0,False,15,4,10,0,PRG,8.132432432432433,Narrow-body
U2 7742,Departed,IsOperator,False,2025-10-03 13:45:00+00:00,2025-10-03 15:20:00+00:00,A86,OPO,Porto,pt,easyJet,U2,Airbus A320 NEO,95.0,True,13,4,10,0,OPO,13.863888888888889,Narrow-body
LX 424,Departed,IsOperator,False,2025-10-03 15:20:00+00:00,2025-10-03 15:20:00+00:00,D54,BHX,Birmingham,gb,SWISS,LX,Embraer 190,0.0,False,15,4,10,0,BHX,6.287234042553192,Regional
LX 1680,Departed,IsOperator,False,2025-10-03 15:15:00+00:00,2025-10-03 15:25:00+00:00,A56,FLR,Firenze,it,SWISS,LX,Embraer 190,10.0,False,15,4,10,0,FLR,6.98936170212766,Regional
LX 560,Departed,IsOperator,False,2025-10-03 15:10:00+00:00,2025-10-03 15:25:00+00:00,A74,NCE,Nice,fr,SWISS,LX,Airbus A320,15.0,False,15,4,10,0,NCE,5.177177177177177,Narrow-body
LX 1512,Departed,IsOperator,False,2025-10-03 15:25:00+00:00,2025-10-03 15:25:00+00:00,B01,GRZ,Graz,at,SWISS,LX,Airbus A320,0.0,False,15,4,10,0,GRZ,4.344262295081967,Narrow-body
IU 2KP,Departed,IsOperator,False,2025-10-03 15:27:00+00:00,2025-10-03 15:27:00+00:00,Unknown,PRN,Prishtina,ks,SW Italia,IU,Airbus A320,0.0,False,15,4,10,0,PRN,9.268987341772151,Narrow-body
LX 1276,Departed,IsOperator,False,2025-10-03 15:30:00+00:00,2025-10-03 15:30:00+00:00,A51,CPH,Copenhagen,dk,SWISS,LX,Embraer 195,0.0,False,15,4,10,0,CPH,6.48469387755102,Regional
LX 644,Departed,IsOperator,False,2025-10-03 15:30:00+00:00,2025-10-03 15:30:00+00:00,B39,CDG,Paris,fr,SWISS,LX,Airbus A320,0.0,False,15,4,10,0,CDG,11.938775510204081,Narrow-body
LX 734,Departed,IsOperator,False,2025-10-03 15:35:00+00:00,2025-10-03 15:35:00+00:00,B05,AMS,Amsterdam,nl,SWISS,LX,Embraer 195,0.0,False,15,4,10,0,AMS,11.314754098360655,Regional
LX 432,Departed,IsOperator,False,2025-10-03 15:10:00+00:00,2025-10-03 15:35:00+00:00,D52,LGW,London,gb,SWISS,LX,Embraer 195,25.0,False,15,4,10,0,LGW,11.219917012448132,Regional
LX 758,Departed,IsOperator,False,2025-10-03 15:25:00+00:00,2025-10-03 15:35:00+00:00,A55,LUX,Luxembourg,lu,SWISS,LX,Embraer 195,10.0,False,15,4,10,0,LUX,6.031578947368421,Regional
LX 18,Departed,IsOperator,False,2025-10-03 15:20:00+00:00,2025-10-03 15:40:00+00:00,D38,EWR,Newark,us,SWISS,LX,Airbus A330-300,20.0,False,15,4,10,0,EWR,15.626436781609195,Wide-body
LX 982,Departed,IsOperator,False,2025-10-03 15:30:00+00:00,2025-10-03 15:40:00+00:00,A72,BER,Berlin,de,SWISS,LX,Airbus A320,10.0,False,15,4,10,0,BER,7.192926045016077,Narrow-body
LX 1054,Departed,IsOperator,False,2025-10-03 15:40:00+00:00,2025-10-03 15:45:00+00:00,B03,HAM,Hamburg,de,SWISS,LX,Airbus A320,5.0,False,15,4,10,0,HAM,6.9766355140186915,Narrow-body
LX 1720,Departed,IsOperator,False,2025-10-03 15:00:00+00:00,2025-10-03 15:45:00+00:00,A71,BDS,Brindisi,it,SWISS,LX,Airbus A220-300,45.0,True,15,4,10,0,BDS,7.729166666666667,Narrow-body
CS 630,Departed,IsOperator,False,2025-10-03 14:55:00+00:00,2025-10-03 15:45:00+00:00,D41,SKP,Skopje,mk,Comlux Aruba,CS,Airbus A320,50.0,True,14,4,10,0,SKP,6.76510067114094,Narrow-body
WK 418,Departed,IsOperator,False,2025-10-03 15:45:00+00:00,2025-10-03 15:45:00+00:00,D33,SKP,Skopje,mk,Edelweiss Air,WK,Airbus A320,0.0,False,15,4,10,0,SKP,6.76510067114094,Narrow-body
LX 1418,Departed,IsOperator,False,2025-10-03 15:25:00+00:00,2025-10-03 15:50:00+00:00,E53,BEG,Belgrade,rs,SWISS,LX,Airbus A220-300,25.0,False,15,4,10,0,BEG,10.236607142857142,Narrow-body
LX 1664,Departed,IsOperator,False,2025-10-03 15:30:00+00:00,2025-10-03 15:50:00+00:00,A83,VCE,Venice,it,SWISS,LX,Airbus A321 NEO,20.0,False,15,4,10,0,VCE,4.755725190839694,Narrow-body
LX 52,Departed,IsOperator,False,2025-10-03 15:35:00+00:00,2025-10-03 15:50:00+00:00,E22,BOS,Boston,us,SWISS,LX,Airbus A330,15.0,False,15,4,10,0,BOS,14.281818181818181,Wide-body
LX 828,Departed,IsOperator,False,2025-10-03 15:40:00+00:00,2025-10-03 15:50:00+00:00,B07,HAJ,Hanover,de,SWISS,LX,Airbus A220-300,10.0,False,15,4,10,0,HAJ,8.979057591623036,Narrow-body
LX 2258,Departed,IsOperator,False,2025-10-03 15:40:00+00:00,2025-10-03 15:53:00+00:00,A03,BUD,Budapest,hu,SWISS,LX,Embraer 190,13.0,False,15,4,10,0,BUD,6.648648648648648,Regional
NJE 117,Departed,IsOperator,False,2025-10-03 16:05:00+00:00,2025-10-03 15:55:00+00:00,Unknown,LUG,Lugano,ch,NetJets Europe,Unknown,Cessna 560 Citation Excel,-10.0,False,16,4,10,0,LUG,-2.0833333333333335,Other
IU 630,Departed,IsOperator,False,2025-10-03 15:59:00+00:00,2025-10-03 15:59:00+00:00,Unknown,SKP,Skopje,mk,SW Italia,IU,Airbus A320,0.0,False,15,4,10,0,SKP,6.76510067114094,Narrow-body
LX 1732,Departed,IsOperator,False,2025-10-03 15:45:00+00:00,2025-10-03 16:00:00+00:00,A73,FCO,Rome,it,SWISS,LX,Airbus A321,15.0,False,15,4,10,0,FCO,4.507547169811321,Narrow-body
XXC 1600,Departed,IsOperator,False,2025-10-03 16:00:00+00:00,2025-10-03 16:00:00+00:00,Unknown,OLB,Olbia,it,Unknown/Private owner,Unknown,Cessna 525 Citation,0.0,False,16,4,10,0,OLB,2.608695652173913,Other
VJT 842,Departed,IsOperator,False,2025-10-03 16:10:00+00:00,2025-10-03 16:00:00+00:00,Unknown,FOK,Westhampton Beach,us,VistaJet,Unknown,Bombardier Global Express,-10.0,False,16,4,10,0,FOK,-5.0,Other
WK 266,Departed,IsOperator,False,2025-10-03 16:00:00+00:00,2025-10-03 16:00:00+00:00,B08,IBZ,Ibiza Town,es,Edelweiss Air,WK,Airbus A320,0.0,False,16,4,10,0,IBZ,6.59375,Narrow-body
LX 180,Departed,IsOperator,False,2025-10-03 15:55:00+00:00,2025-10-03 16:00:00+00:00,E26,BKK,Bangkok,th,SWISS,LX,Boeing 777,5.0,False,15,4,10,0,BKK,10.163742690058479,Wide-body
LX 2810,Departed,IsOperator,False,2025-10-03 15:55:00+00:00,2025-10-03 16:00:00+00:00,A53,GVA,Geneva,ch,SWISS,LX,Airbus A220-100,5.0,False,15,4,10,0,GVA,7.534985422740525,Narrow-body
LX 1026,Departed,IsOperator,False,2025-10-03 15:50:00+00:00,2025-10-03 16:05:00+00:00,A05,DUS,Düsseldorf,de,SWISS,LX,Embraer 190,15.0,False,15,4,10,0,DUS,7.166666666666667,Regional
LX 1622,Departed,IsOperator,False,2025-10-03 15:45:00+00:00,2025-10-03 16:05:00+00:00,A82,MXP,Milan,it,SWISS,LX,Airbus A320 NEO,20.0,False,15,4,10,0,MXP,5.628440366972477,Narrow-body
LX 918,Departed,IsOperator,False,2025-10-03 15:25:00+00:00,2025-10-03 16:10:00+00:00,B10,DRS,Dresden,de,SWISS,LX,Airbus A220-300,45.0,True,15,4,10,0,DRS,6.075949367088608,Narrow-body
DE 1162,Departed,IsOperator,False,2025-10-03 16:10:00+00:00,2025-10-03 16:10:00+00:00,A84,PMI,Palma De Mallorca,es,Condor,DE,Airbus A321 NEO,0.0,False,16,4,10,0,PMI,10.341603053435115,Narrow-body
XXE 105,Departed,IsOperator,False,2025-10-03 16:10:00+00:00,2025-10-03 16:10:00+00:00,Unknown,NCE,Nice,fr,Unknown/Private owner,Unknown,604,0.0,False,16,4,10,0,NCE,5.177177177177177,Other
WK 398,Departed,IsOperator,False,2025-10-03 16:00:00+00:00,2025-10-03 16:15:00+00:00,A81,CTA,Catania,it,Edelweiss Air,WK,Airbus A320,15.0,False,16,4,10,0,CTA,5.625,Narrow-body
HBVIA,Departed,IsOperator,False,2025-10-03 16:17:00+00:00,2025-10-03 16:17:00+00:00,Unknown,Unknown,Unknown,Unknown,Unknown/Private owner,Unknown,Cessna 525 Citation M2,0.0,False,16,4,10,0,Unknown,1.31237721021611,Other
LX 1582,Departed,IsOperator,False,2025-10-03 15:50:00+00:00,2025-10-03 16:20:00+00:00,B43,VIE,Vienna,at,SWISS,LX,Airbus A321,30.0,False,15,4,10,0,VIE,6.910039113428944,Narrow-body
KM 491,Departed,IsOperator,False,2025-10-03 16:15:00+00:00,2025-10-03 16:20:00+00:00,A85,MLA,Luqa,mt,KM Malta,KM,Airbus A320 (Sharklets),5.0,False,16,4,10,0,MLA,9.49090909090909,Narrow-body
LX 1956,Departed,IsOperator,False,2025-10-03 15:20:00+00:00,2025-10-03 16:20:00+00:00,B04,BCN,Barcelona,es,SWISS,LX,Airbus A321 NEO,60.0,True,15,4,10,0,BCN,9.162921348314606,Narrow-body
DE 4310,Departed,IsOperator,False,2025-10-03 16:00:00+00:00,2025-10-03 16:21:00+00:00,B02,FRA,Frankfurt-am-Main,de,Condor,DE,Airbus A320,21.0,False,16,4,10,0,FRA,7.53932584269663,Narrow-body
LX 788,Departed,IsOperator,False,2025-10-03 15:55:00+00:00,2025-10-03 16:25:00+00:00,A75,BRU,Brussels,be,SWISS,LX,Airbus A321,30.0,False,15,4,10,0,BRU,8.1625,Narrow-body
LX 978,Departed,IsOperator,False,2025-10-03 16:20:00+00:00,2025-10-03 16:30:00+00:00,A54,BER,Berlin,de,SWISS,LX,Embraer 190,10.0,False,16,4,10,0,BER,7.192926045016077,Regional
XQ 121,Departed,IsOperator,False,2025-10-03 16:30:00+00:00,2025-10-03 16:30:00+00:00,E43,AYT,Antalya,tr,Sun Express,XQ,Boeing 737-800,0.0,False,16,4,10,0,AYT,14.958677685950413,Narrow-body
KL 1924,Departed,IsOperator,False,2025-10-03 15:35:00+00:00,2025-10-03 16:33:00+00:00,A86,AMS,Amsterdam,nl,KLM,KL,Boeing 737-800,58.0,True,15,4,10,0,AMS,11.314754098360655,Narrow-body
UX 1672,Departed,IsOperator,False,2025-10-03 16:30:00+00:00,2025-10-03 16:35:00+00:00,A67,MAD,Madrid,es,Air Europa,UX,Boeing 737-800,5.0,False,16,4,10,0,MAD,8.555555555555555,Narrow-body
TK 1910,Departed,IsOperator,False,2025-10-03 16:35:00+00:00,2025-10-03 16:35:00+00:00,E34,IST,Istanbul,tr,Turkish,TK,Airbus A321 NEO,0.0,False,16,4,10,0,IST,12.96,Narrow-body
LX 338,Departed,IsOperator,False,2025-10-03 16:30:00+00:00,2025-10-03 16:40:00+00:00,D31,LHR,London,gb,SWISS,LX,Airbus A220-300,10.0,False,16,4,10,0,LHR,6.634457611668186,Narrow-body
XXG 1645,Departed,IsOperator,False,2025-10-03 16:45:00+00:00,2025-10-03 16:45:00+00:00,Unknown,ZRH,Zurich,ch,Unknown/Private owner,Unknown,Cessna 172,0.0,False,16,4,10,0,ZRH,0.55,Other
WK 388,Departed,IsOperator,False,2025-10-03 16:45:00+00:00,2025-10-03 16:45:00+00:00,A74,CAG,Cagliari,it,Edelweiss Air,WK,Airbus A320,0.0,False,16,4,10,0,CAG,3.125,Narrow-body
WK 438,Departed,IsOperator,False,2025-10-03 16:55:00+00:00,2025-10-03 16:55:00+00:00,B39,SPU,Split,hr,Edelweiss Air,WK,Airbus A320,0.0,False,16,4,10,0,SPU,6.684210526315789,Narrow-body
BNI 5V,Departed,IsOperator,False,2025-10-03 17:00:00+00:00,2025-10-03 17:00:00+00:00,Unknown,Unknown,Unknown,Unknown,BNI,Unknown,Cessna 525 Citation Jet,0.0,False,17,4,10,0,Unknown,1.31237721021611,Other
OS 554,Departed,IsOperator,False,2025-10-03 16:45:00+00:00,2025-10-03 17:00:00+00:00,A73,VIE,Vienna,at,Austrian,OS,Airbus A320,15.0,False,16,4,10,0,VIE,6.910039113428944,Narrow-body
A3 853,Departed,IsOperator,False,2025-10-03 17:00:00+00:00,2025-10-03 17:05:00+00:00,A72,ATH,Athens,gr,Aegean,A3,Airbus A320,5.0,False,17,4,10,0,ATH,9.11860465116279,Narrow-body
AY 1514,Departed,IsOperator,False,2025-10-03 17:05:00+00:00,2025-10-03 17:10:00+00:00,A82,HEL,Helsinki,fi,Finnair,AY,Airbus A321 (Sharklets),5.0,False,17,4,10,0,HEL,9.212290502793296,Narrow-body
BA 717,Departed,IsOperator,False,2025-10-03 17:00:00+00:00,2025-10-03 17:12:00+00:00,E62,LHR,London,gb,British,BA,Airbus A320 NEO,12.0,False,17,4,10,0,LHR,6.634457611668186,Narrow-body
TP 933,Departed,IsOperator,False,2025-10-03 16:05:00+00:00,2025-10-03 17:15:00+00:00,A83,LIS,Lisbon,pt,TAP Air Portugal,TP,Airbus A320 NEO,70.0,True,16,4,10,0,LIS,17.059063136456214,Narrow-body
BT 294,Departed,IsOperator,False,2025-10-03 17:15:00+00:00,2025-10-03 17:20:00+00:00,B33,RIX,Riga,lv,airBaltic,BT,Airbus A220-300,5.0,False,17,4,10,0,RIX,16.068181818181817,Narrow-body
LX 1110,Departed,IsOperator,False,2025-10-03 17:15:00+00:00,2025-10-03 17:25:00+00:00,B41,MUC,Munich,de,SWISS,LX,Airbus A320,10.0,False,17,4,10,0,MUC,8.583617747440274,Narrow-body
PC 5086,Departed,IsOperator,False,2025-10-03 17:10:00+00:00,2025-10-03 17:25:00+00:00,E53,AYT,Antalya,tr,Pegasus,PC,Airbus A321 (Sharklets),15.0,False,17,4,10,0,AYT,14.958677685950413,Narrow-body
AZ 573,Departed,IsOperator,False,2025-10-03 17:05:00+00:00,2025-10-03 17:30:00+00:00,B43,FCO,Rome,it,ITA,AZ,Airbus A320,25.0,False,17,4,10,0,FCO,4.507547169811321,Narrow-body
LX 5182,Departed,IsOperator,False,2025-10-03 14:00:00+00:00,2025-10-03 17:30:00+00:00,Unknown,NWI,Norwich,gb,SWISS,LX,Airbus A320,210.0,True,14,4,10,0,NWI,210.0,Narrow-body
AF 1815,Departed,IsOperator,False,2025-10-03 17:30:00+00:00,2025-10-03 17:30:00+00:00,A81,CDG,Paris,fr,Air France,AF,Airbus A220-300,0.0,False,17,4,10,0,CDG,11.938775510204081,Narrow-body
XQ 123,Departed,IsOperator,False,2025-10-03 17:30:00+00:00,2025-10-03 17:30:00+00:00,E57,AYT,Antalya,tr,Sun Express,XQ,Boeing 737-800,0.0,False,17,4,10,0,AYT,14.958677685950413,Narrow-body
KL 1926,Departed,IsOperator,False,2025-10-03 17:25:00+00:00,2025-10-03 17:35:00+00:00,A86,AMS,Amsterdam,nl,KLM,KL,Boeing 737,10.0,False,17,4,10,0,AMS,11.314754098360655,Narrow-body
BA 8768,Departed,IsOperator,False,2025-10-03 17:15:00+00:00,2025-10-03 17:45:00+00:00,E56,LCY,London,gb,British,BA,Embraer 190,30.0,False,17,4,10,0,LCY,6.680981595092025,Regional
B4 91,Departed,IsOperator,False,2025-10-03 17:40:00+00:00,2025-10-03 17:45:00+00:00,E64,DWC,Jebel Ali,ae,Beond,B4,Airbus A319,5.0,False,17,4,10,0,DWC,18.5,Narrow-body
LO 410,Departed,IsOperator,False,2025-10-03 17:55:00+00:00,2025-10-03 18:00:00+00:00,A85,WAW,Warsaw,pl,LOT - Polish,LO,Boeing 737,5.0,False,17,4,10,0,WAW,9.523690773067331,Narrow-body
LH 1199,Departed,IsOperator,False,2025-10-03 18:00:00+00:00,2025-10-03 18:00:00+00:00,A75,FRA,Frankfurt-am-Main,de,Lufthansa,LH,Airbus A320,0.0,False,18,4,10,0,FRA,7.53932584269663,Narrow-body
BYD 91,Departed,IsOperator,False,2025-10-03 18:02:00+00:00,2025-10-03 18:02:00+00:00,Unknown,DWC,Jebel Ali,ae,BYD,Unknown,Airbus A319,0.0,False,18,4,10,0,DWC,18.5,Narrow-body
OU 465,Departed,IsOperator,False,2025-10-03 18:05:00+00:00,2025-10-03 18:05:00+00:00,A55,ZAG,Zagreb,hr,Croatia,OU,De Havilland Canada DHC-8-400 Dash 8Q,0.0,False,18,4,10,0,ZAG,9.05056179775281,Regional
IB 632,Departed,IsOperator,False,2025-10-03 17:45:00+00:00,2025-10-03 18:05:00+00:00,B31,MAD,Madrid,es,Iberia,IB,Airbus A321,20.0,False,17,4,10,0,MAD,8.555555555555555,Narrow-body
LX 1076,Departed,IsOperator,False,2025-10-03 16:55:00+00:00,2025-10-03 18:15:00+00:00,A67,FRA,Frankfurt-am-Main,de,SWISS,LX,Airbus A320,80.0,True,16,4,10,0,FRA,7.53932584269663,Narrow-body
XC 5720,Departed,IsOperator,False,2025-10-03 18:10:00+00:00,2025-10-03 18:15:00+00:00,E67,AYT,Antalya,tr,Corendon Air,XC,Boeing 737-800,5.0,False,18,4,10,0,AYT,14.958677685950413,Narrow-body
SN 2732,Departed,IsOperator,False,2025-10-03 18:15:00+00:00,2025-10-03 18:15:00+00:00,A73,BRU,Brussels,be,Brussels,SN,Airbus A320,0.0,False,18,4,10,0,BRU,8.1625,Narrow-body
SM 2921,Departed,IsOperator,False,2025-10-03 18:05:00+00:00,2025-10-03 18:20:00+00:00,E26,HRG,Hurghada,eg,Air Cairo,SM,Airbus A320 NEO,15.0,False,18,4,10,0,HRG,13.407284768211921,Narrow-body
6K 568,Departed,IsOperator,False,2025-10-03 17:55:00+00:00,2025-10-03 18:30:00+00:00,E35,AYT,Antalya,tr,Songbird,6K,Airbus A330,35.0,False,17,4,10,0,AYT,14.958677685950413,Wide-body
SK 610,Departed,IsOperator,False,2025-10-03 18:15:00+00:00,2025-10-03 18:34:00+00:00,B35,CPH,Copenhagen,dk,SAS,SK,Boeing 737-800,19.0,False,18,4,10,0,CPH,6.48469387755102,Narrow-body
WY 154,Departed,IsOperator,False,2025-10-03 18:35:00+00:00,2025-10-03 18:35:00+00:00,E42,MCT,Muscat,om,Oman Air,WY,Boeing 787-9,0.0,False,18,4,10,0,MCT,12.422413793103448,Wide-body
EW 7765,Departed,IsOperator,False,2025-10-03 18:35:00+00:00,2025-10-03 18:35:00+00:00,B41,HAM,Hamburg,de,Eurowings,EW,Airbus A320,0.0,False,18,4,10,0,HAM,6.9766355140186915,Narrow-body
NJE 170,Departed,IsOperator,False,2025-10-03 18:45:00+00:00,2025-10-03 18:35:00+00:00,Unknown,VRN,Verona,it,NetJets Europe,Unknown,Bombardier Challenger 300,-10.0,False,18,4,10,0,VRN,-39.583333333333336,Other
TAH 568,Departed,IsOperator,False,2025-10-03 18:38:00+00:00,2025-10-03 18:38:00+00:00,Unknown,Unknown,Unknown,Unknown,Air Moorea,Unknown,Airbus A330,0.0,False,18,4,10,0,Unknown,1.31237721021611,Wide-body
U2 5188,Departed,IsOperator,False,2025-10-03 17:45:00+00:00,2025-10-03 18:40:00+00:00,A51,BER,Berlin,de,easyJet,U2,Airbus A319,55.0,True,17,4,10,0,BER,7.192926045016077,Narrow-body
LX 736,Departed,IsOperator,False,2025-10-03 18:40:00+00:00,2025-10-03 18:40:00+00:00,A82,AMS,Amsterdam,nl,SWISS,LX,Airbus A220-300,0.0,False,18,4,10,0,AMS,11.314754098360655,Narrow-body
IV 601,Departed,IsOperator,False,2025-10-03 18:30:00+00:00,2025-10-03 18:45:00+00:00,E62,PRN,Prishtina,ks,Gp Aviation,Unknown,Airbus A320,15.0,False,18,4,10,0,PRN,9.268987341772151,Narrow-body
JU 335,Departed,IsOperator,False,2025-10-03 18:40:00+00:00,2025-10-03 18:45:00+00:00,E58,BEG,Belgrade,rs,Air Serbia,JU,Airbus A319,5.0,False,18,4,10,0,BEG,10.236607142857142,Narrow-body
OS 566,Departed,IsOperator,False,2025-10-03 18:50:00+00:00,2025-10-03 18:50:00+00:00,A72,VIE,Vienna,at,Austrian,OS,Airbus A320,0.0,False,18,4,10,0,VIE,6.910039113428944,Narrow-body
U2 8474,Departed,IsOperator,False,2025-10-03 18:55:00+00:00,2025-10-03 18:55:00+00:00,E56,LGW,London,gb,easyJet,U2,Airbus A320,0.0,False,18,4,10,0,LGW,11.219917012448132,Narrow-body
LX 340,Departed,IsOperator,False,2025-10-03 18:55:00+00:00,2025-10-03 19:00:00+00:00,D33,LHR,London,gb,SWISS,LX,Airbus A220-300,5.0,False,18,4,10,0,LHR,6.634457611668186,Narrow-body
